account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage,dir
0x4379bda828db78e0c9e1b8c145905c0b109af197,BNB,218.5952,0.6625,SELL,2023-01-07 01:31:00,-0.2,CLOSE,3.02,1,Short
0xcfd86a92699b4e78a9d76f77c3658a5933d981e1,AVAX,14.7614,0.0802,BUY,2023-01-07 06:53:00,0.0277,OPEN,0.0,3,Long
0xa2e1a7b77321268164f1cab8f52cd112cfe0f364,ARB,1.1874,0.3273,BUY,2023-01-07 09:15:00,0.3726,CLOSE,-4.74,2,Long
0x525162b29a67219a10418bb3be42f9213b57465d,DOGE,0.0714,0.0903,SELL,2023-01-07 09:20:00,0.0193,CLOSE,18.31,10,Short
0xeebc475a7fbdf24e9a015d16ca79c7f443e7ab81,BTC,26093.4245,0.0807,BUY,2023-01-07 13:50:00,-0.0124,OPEN,0.0,3,Long
0x4939835272851ed4624ebeef2cd55b020d083576,BNB,210.4158,0.6233,SELL,2023-01-07 14:47:00,0.3736,OPEN,0.0,10,Short
0x2e380d92bab460b09297a542e4b0198e2c87e43c,AVAX,12.6115,1.4819,BUY,2023-01-07 20:18:00,0.3999,CLOSE,-1.8,1,Long
0xc87fa1c370a4cdce8a3de02aecd8246696f21820,AVAX,14.0702,0.3898,SELL,2023-01-07 21:04:00,-0.0417,OPEN,0.0,2,Short
0x0e414a03aedcefa5c05276b7aa873350baf6378b,MATIC,0.8646,0.7956,BUY,2023-01-07 21:11:00,-0.1869,OPEN,0.0,1,Long
0x2e380d92bab460b09297a542e4b0198e2c87e43c,SOL,19.1396,0.0358,SELL,2023-01-07 21:15:00,0.0023,OPEN,0.0,10,Short
0xa2a2e9a7468bbcd27e0f039d47476b02aac10637,ARB,1.1518,0.0874,SELL,2023-01-08 00:09:00,-0.0097,OPEN,0.0,1,Short
0xcfd86a92699b4e78a9d76f77c3658a5933d981e1,OP,1.4969,1.5117,BUY,2023-01-08 01:51:00,0.193,OPEN,0.0,20,Long
0x2d1a95b8825f9bbc7b309def655febd63cc1029d,OP,1.4724,0.4187,SELL,2023-01-08 04:56:00,-0.0405,CLOSE,3.18,2,Short
0x2e380d92bab460b09297a542e4b0198e2c87e43c,ETH,1483.4262,1.3057,SELL,2023-01-08 07:15:00,-0.1054,CLOSE,243.2,50,Short
0x6ae91f9044b365bc545fbaefecc120afb3f0e0b8,DOGE,0.0688,0.0209,BUY,2023-01-08 09:05:00,0.0025,CLOSE,-36.38,5,Long
0x8528643b6c996c090947e88b00fe1763200c3698,DOGE,0.073,0.5929,BUY,2023-01-08 09:28:00,0.0575,CLOSE,0.6,5,Long
0x9c453737aa43460414e9164eba11d3f5579cf2f1,LINK,5.5998,0.116,SELL,2023-01-08 13:50:00,-0.0165,OPEN,0.0,3,Short
0x1d186cb24f764ddad17b04d51d4a66b0c92ad716,ARB,1.0669,0.3068,SELL,2023-01-08 16:03:00,0.371,OPEN,0.0,5,Short
0x9f46469dacc43d56c35b79bae4905b54b673b96f,BTC,25497.0469,0.0128,SELL,2023-01-08 21:46:00,0.0006,OPEN,0.0,10,Short
0x1df10b04fc8b7bb56232fbf467593f3d4db7f636,MATIC,0.9448,0.5,SELL,2023-01-08 23:27:00,-0.1892,CLOSE,-7.22,3,Short
0x23be95267b9414f864c908abccf5f987e42ce22c,SOL,20.2739,0.0752,SELL,2023-01-09 00:18:00,-0.0104,OPEN,0.0,5,Short
0xebf28c699b1e7f2ad3e31316d86da0df789a475b,OP,1.4725,0.0854,SELL,2023-01-09 02:30:00,0.0546,OPEN,0.0,20,Short
0x925c717311ca9170b4ac3e9b636d21179e3359dd,SOL,22.2524,0.2488,BUY,2023-01-09 04:46:00,0.0074,OPEN,0.0,20,Long
0xd070b332429151e576014d456b91028526f824b6,ETH,1671.6798,0.3521,BUY,2023-01-09 06:21:00,0.0257,OPEN,0.0,10,Long
0xee391c2f221fd53d6a55604791a2377121504c19,BNB,204.4461,0.3147,SELL,2023-01-09 07:41:00,-0.0008,OPEN,0.0,2,Short
0x4ccba13ed55148644802487bce53eb55921ba0fe,AVAX,14.6266,0.842,BUY,2023-01-09 07:57:00,0.3583,CLOSE,5.1,2,Long
0x47484e135be5cc29287e7165fb9c975996f6a214,BNB,203.298,0.1279,SELL,2023-01-09 10:17:00,0.0522,CLOSE,73.2,50,Short
0xeea684c1f340e7d01d339e94e345a318e63f4345,SOL,19.2358,0.7389,BUY,2023-01-09 12:30:00,0.3237,OPEN,0.0,1,Long
0x09fceb2336574e225ea891b132998c73f4696abe,SOL,20.2062,0.5903,SELL,2023-01-09 13:07:00,-0.1437,CLOSE,-0.76,2,Short
0xb77e6e8c09d1faa2d9fa8746ce75c51abe7252be,SOL,20.4807,0.1133,SELL,2023-01-09 14:20:00,0.0848,CLOSE,-4.42,5,Short
0xa2e1a7b77321268164f1cab8f52cd112cfe0f364,BNB,222.545,0.4379,BUY,2023-01-09 18:43:00,0.1959,OPEN,0.0,50,Long
0x7d320effc2b28f577dcd364c61661834374cb1ee,LINK,5.8802,0.5664,SELL,2023-01-09 19:17:00,-0.0019,CLOSE,1.99,1,Short
0xc61546b61eada8292e6df67fbf85809118265b37,BTC,25124.1423,0.99,BUY,2023-01-09 19:23:00,-0.354,OPEN,0.0,1,Long
0x3be2f0013aec35a8fd588a7ee15b7c917e04dd75,OP,1.4787,0.4107,SELL,2023-01-09 19:49:00,0.1547,CLOSE,-83.6,50,Short
0x26e94b906f96d22acf1132f3c95ef725e7f49365,BNB,197.7205,0.3376,SELL,2023-01-09 22:04:00,-0.1217,OPEN,0.0,10,Short
0x4ccba13ed55148644802487bce53eb55921ba0fe,BTC,25103.1409,0.0478,BUY,2023-01-09 22:12:00,-0.0384,OPEN,0.0,50,Long
0x4379bda828db78e0c9e1b8c145905c0b109af197,DOGE,0.0667,0.3225,SELL,2023-01-09 23:55:00,-0.059,CLOSE,-0.04,1,Short
0x4379bda828db78e0c9e1b8c145905c0b109af197,SOL,20.1663,0.4142,SELL,2023-01-10 10:05:00,0.256,OPEN,0.0,1,Short
0x453dd2d9eed5ff86eb409796ee5f1e1d285c33d4,LINK,6.4837,0.2505,BUY,2023-01-10 11:20:00,0.0438,CLOSE,13.34,5,Long
0x5f3203e5a82554fb4ff75ee00ec09483e2ae0341,BTC,22746.9889,0.3628,SELL,2023-01-10 15:58:00,-0.1173,OPEN,0.0,20,Short
0xb2ad781ab883a8f93650bcd708f6c9529a07f690,BNB,198.7525,0.3685,SELL,2023-01-10 19:25:00,0.2456,CLOSE,24.46,10,Short
0xb5165416bd5e31205f5eebdb26cd1592ebddca2e,DOGE,0.0698,0.0952,SELL,2023-01-10 20:39:00,-0.0439,OPEN,0.0,50,Short
0xd45a1cd4a5790cb05bf8c66c9c2a4154c047bb63,LINK,5.9017,0.0817,SELL,2023-01-10 21:20:00,0.0299,CLOSE,69.13,20,Short
0xb2ad781ab883a8f93650bcd708f6c9529a07f690,ETH,1587.6802,1.452,BUY,2023-01-11 03:08:00,0.5163,CLOSE,-18.72,5,Long
0x5adebdbe4ffde843c5c0942476dafed98f4081ed,MATIC,0.896,0.4538,SELL,2023-01-11 03:52:00,-0.0085,OPEN,0.0,5,Short
0xea061b83a2dc03d04b9b22920149ea6f5465fa27,ARB,1.226,0.4212,SELL,2023-01-11 04:40:00,-0.3175,CLOSE,8.02,5,Short
0xbdd2a8dc587fa386779f90becc9694c9586d3ce5,AVAX,14.3059,0.7073,BUY,2023-01-11 05:40:00,-0.0975,OPEN,0.0,1,Long
0x9c453737aa43460414e9164eba11d3f5579cf2f1,BNB,215.6899,0.6725,BUY,2023-01-11 07:26:00,-0.1581,OPEN,0.0,5,Long
0xedbe03d7cf3f6121ea929dfa1841270856f03d2b,MATIC,0.9485,0.6663,BUY,2023-01-11 09:01:00,0.5704,CLOSE,-33.95,10,Long
0x79734a87ec5efa730c4a5d0ff563bac34e411e6b,ARB,1.2298,0.6684,SELL,2023-01-11 21:00:00,-0.0462,CLOSE,-21.24,10,Short
0xb429f0db71443a6dc3b6dd7fc8a7ccec4aa6dfca,BTC,24660.4311,0.467,SELL,2023-01-11 21:08:00,0.3499,OPEN,0.0,1,Short
0x744cb7ef9bc0528b331a9c8cbdd555eeda37cf0e,LINK,6.353,0.3669,BUY,2023-01-11 22:02:00,-0.1071,CLOSE,2.57,3,Long
0x1d186cb24f764ddad17b04d51d4a66b0c92ad716,AVAX,13.9704,0.1856,SELL,2023-01-12 01:01:00,-0.1082,OPEN,0.0,2,Short
0x4f4a940690ae223310632fab09b9ce1d1115fe6b,LINK,5.7806,0.1786,BUY,2023-01-12 02:08:00,-0.0039,OPEN,0.0,2,Long
0x4379bda828db78e0c9e1b8c145905c0b109af197,MATIC,0.878,0.2136,SELL,2023-01-12 02:34:00,-0.1196,OPEN,0.0,2,Short
0xedbe03d7cf3f6121ea929dfa1841270856f03d2b,BTC,22402.0292,0.4201,BUY,2023-01-12 05:06:00,-0.2606,OPEN,0.0,10,Long
0x0af6790523dd0af40c1c3a03a4c1a0df6067eba2,AVAX,14.5253,0.6461,BUY,2023-01-12 06:06:00,-0.0171,CLOSE,1.51,1,Long
0x9f46469dacc43d56c35b79bae4905b54b673b96f,ARB,1.2089,0.2737,BUY,2023-01-12 07:12:00,-0.0234,OPEN,0.0,2,Long
0x24a05b6a280881d9f48b32588c8c89018988a3b9,ARB,1.1748,0.4927,SELL,2023-01-12 09:08:00,-0.0137,OPEN,0.0,1,Short
0x0285eb8e3dcc5302124dd67b15b3a223cf2bd3b2,ETH,1693.4008,0.2935,SELL,2023-01-12 09:49:00,-0.1062,CLOSE,89.54,20,Short
0x6262afa887ea89b1b66c12e70d25de9412bdf3dd,DOGE,0.0694,0.2721,SELL,2023-01-12 15:50:00,-0.1618,OPEN,0.0,20,Short
0x4ccba13ed55148644802487bce53eb55921ba0fe,BTC,26183.1892,0.1349,SELL,2023-01-12 17:18:00,0.0554,OPEN,0.0,50,Short
0xb77e6e8c09d1faa2d9fa8746ce75c51abe7252be,OP,1.7195,0.1917,BUY,2023-01-12 17:37:00,-0.0953,CLOSE,-3.36,2,Long
0xc61546b61eada8292e6df67fbf85809118265b37,SOL,21.7693,0.2964,BUY,2023-01-12 17:43:00,0.0296,OPEN,0.0,3,Long
0x1d186cb24f764ddad17b04d51d4a66b0c92ad716,SOL,20.327,0.4287,SELL,2023-01-12 17:44:00,-0.179,CLOSE,-2.6,3,Short
0xb4d87bd4dc83166db001549b0f7dd10ed8172a97,BNB,220.158,0.6482,BUY,2023-01-12 19:19:00,0.4679,OPEN,0.0,3,Long
0xeea684c1f340e7d01d339e94e345a318e63f4345,SOL,18.9588,1.1581,SELL,2023-01-12 20:36:00,1.1093,CLOSE,6.57,3,Short
0x6262afa887ea89b1b66c12e70d25de9412bdf3dd,DOGE,0.0683,0.7869,BUY,2023-01-13 04:30:00,0.0885,CLOSE,0.22,1,Long
0xb2ad781ab883a8f93650bcd708f6c9529a07f690,BTC,23906.5297,0.2739,SELL,2023-01-13 05:59:00,0.0805,OPEN,0.0,10,Short
0x0f2f77b9475059e62105e77b8d130a7cd6f85ea9,ARB,1.2632,0.0148,SELL,2023-01-13 06:58:00,-0.0035,OPEN,0.0,50,Short
0x987c1d0a09e6109925ce9325a327c9bc34db8d33,OP,1.4142,0.5661,SELL,2023-01-13 07:54:00,0.0162,CLOSE,145.34,50,Short
0xbdd2a8dc587fa386779f90becc9694c9586d3ce5,LINK,6.2981,0.1867,SELL,2023-01-13 08:29:00,-0.0384,OPEN,0.0,1,Short
0xb5165416bd5e31205f5eebdb26cd1592ebddca2e,MATIC,0.8883,1.8667,SELL,2023-01-13 11:31:00,0.1005,OPEN,0.0,50,Short
0xb5165416bd5e31205f5eebdb26cd1592ebddca2e,OP,1.4714,1.7116,SELL,2023-01-13 11:54:00,0.4675,CLOSE,3.24,2,Short
0xe2c1562bb67f7a529b76e91f7196d63f54ccddaf,BTC,25727.6221,0.073,BUY,2023-01-13 12:39:00,0.0419,OPEN,0.0,3,Long
0xb4d87bd4dc83166db001549b0f7dd10ed8172a97,ARB,1.3201,0.656,SELL,2023-01-13 15:57:00,0.3538,OPEN,0.0,10,Short
0x2e380d92bab460b09297a542e4b0198e2c87e43c,DOGE,0.0697,0.6435,BUY,2023-01-13 16:20:00,-0.4,CLOSE,7.7,5,Long
0x5cc6e86a6eb53b1f13feb35d2a7d10c872850f05,AVAX,12.9609,0.341,SELL,2023-01-13 16:47:00,-0.0482,CLOSE,-0.0,3,Short
0xe2f5ee794b96897c7d576413e0148b2e8f9fa655,SOL,18.934,0.1306,SELL,2023-01-13 17:10:00,-0.0034,OPEN,0.0,3,Short
0x6121a1650753afb98b8a066940907804424fc225,BTC,26586.4841,0.0907,BUY,2023-01-13 17:49:00,-0.0211,CLOSE,29.48,10,Long
0x0af6790523dd0af40c1c3a03a4c1a0df6067eba2,BTC,25973.6706,0.6592,SELL,2023-01-13 18:51:00,0.2088,CLOSE,13.8,50,Short
0xee391c2f221fd53d6a55604791a2377121504c19,LINK,5.6401,1.009,BUY,2023-01-13 22:13:00,0.3526,CLOSE,11.63,5,Long
0x7968a5f8676e6b77d71e6dadf79e40929b9c9eb0,ETH,1698.8345,0.676,SELL,2023-01-13 23:18:00,0.5799,CLOSE,2.87,10,Short
0x525162b29a67219a10418bb3be42f9213b57465d,AVAX,14.75,0.4683,SELL,2023-01-13 23:54:00,0.0293,OPEN,0.0,5,Short
0x47484e135be5cc29287e7165fb9c975996f6a214,BNB,210.8613,0.8075,BUY,2023-01-14 04:59:00,-0.1136,OPEN,0.0,5,Long
0x0af6790523dd0af40c1c3a03a4c1a0df6067eba2,BTC,26531.4154,1.9441,SELL,2023-01-14 05:24:00,-0.8784,OPEN,0.0,20,Short
0x5adebdbe4ffde843c5c0942476dafed98f4081ed,OP,1.4093,0.3335,BUY,2023-01-14 08:34:00,0.3308,OPEN,0.0,50,Long
0x893c0ce1b001bed43dbe9f36ff779cf9df99e513,AVAX,14.1388,0.043,BUY,2023-01-14 12:30:00,0.007,CLOSE,1.12,2,Long
0x24a05b6a280881d9f48b32588c8c89018988a3b9,BNB,218.581,1.0788,SELL,2023-01-14 18:39:00,1.0465,CLOSE,4.75,3,Short
0xea061b83a2dc03d04b9b22920149ea6f5465fa27,LINK,5.734,0.1381,SELL,2023-01-14 19:10:00,-0.0686,OPEN,0.0,3,Short
0x5a1966353c437c4a9bafc506875acdf42fc8ff65,BTC,22625.4121,0.5182,BUY,2023-01-14 21:44:00,-0.0332,OPEN,0.0,50,Long
0xb5165416bd5e31205f5eebdb26cd1592ebddca2e,OP,1.5526,0.7304,BUY,2023-01-14 23:50:00,-0.3202,OPEN,0.0,2,Long
0x7d320effc2b28f577dcd364c61661834374cb1ee,ARB,1.1333,0.505,BUY,2023-01-15 00:21:00,-0.2768,OPEN,0.0,5,Long
0xc4dea9884019946f0c0617e568292cdd487b5de4,DOGE,0.068,0.4016,SELL,2023-01-15 02:29:00,0.051,OPEN,0.0,2,Short
0x23be95267b9414f864c908abccf5f987e42ce22c,DOGE,0.0755,0.1605,SELL,2023-01-15 04:09:00,-0.0815,CLOSE,6.89,5,Short
0xee391c2f221fd53d6a55604791a2377121504c19,MATIC,0.9274,0.1421,BUY,2023-01-15 08:15:00,0.0956,OPEN,0.0,50,Long
0xb4d87bd4dc83166db001549b0f7dd10ed8172a97,ARB,1.2456,0.126,SELL,2023-01-15 08:50:00,-0.0129,OPEN,0.0,2,Short
0x9f46469dacc43d56c35b79bae4905b54b673b96f,BNB,205.2352,0.8208,SELL,2023-01-15 09:29:00,-0.2841,CLOSE,-7.68,2,Short
0x7968a5f8676e6b77d71e6dadf79e40929b9c9eb0,BNB,207.1319,0.4144,SELL,2023-01-15 10:34:00,0.2785,OPEN,0.0,50,Short
0x4ccba13ed55148644802487bce53eb55921ba0fe,ARB,1.1434,1.431,SELL,2023-01-15 15:06:00,-0.3613,OPEN,0.0,1,Short
0x5a1966353c437c4a9bafc506875acdf42fc8ff65,OP,1.4796,0.0482,BUY,2023-01-15 15:57:00,0.0019,CLOSE,-4.93,2,Long
0x43daceb7e014b2c8f1e1dea64bf293277027181b,BTC,25325.3284,0.8063,SELL,2023-01-15 16:11:00,0.355,CLOSE,0.77,1,Short
0x23be95267b9414f864c908abccf5f987e42ce22c,OP,1.4254,0.3495,BUY,2023-01-15 17:37:00,0.1361,CLOSE,-4.72,1,Long
0x5adebdbe4ffde843c5c0942476dafed98f4081ed,BTC,23404.5801,0.5893,SELL,2023-01-15 18:36:00,-0.2446,CLOSE,-4.3,3,Short
0xc599099a389d38c5d9c8b5481edbeba0598102b1,OP,1.5853,0.0957,BUY,2023-01-15 21:48:00,0.0191,OPEN,0.0,2,Long
0x893c0ce1b001bed43dbe9f36ff779cf9df99e513,SOL,21.3639,0.1484,SELL,2023-01-15 21:56:00,0.1884,CLOSE,6.2,10,Short
0x6772ce2c78ad77d185e724baf3c73fc855e0c397,ETH,1579.1834,1.4187,BUY,2023-01-16 00:45:00,-0.6175,OPEN,0.0,1,Long
0x4f4a940690ae223310632fab09b9ce1d1115fe6b,BTC,25292.5766,0.5246,BUY,2023-01-16 01:41:00,0.0773,OPEN,0.0,2,Long
0x37d65217f9a89b91d3d82602fe21b9178f03dce8,DOGE,0.0709,0.6016,SELL,2023-01-16 08:04:00,0.2775,OPEN,0.0,20,Short
0x646d2815b93dc22b981b7152e79d208287e60827,LINK,6.1241,0.3882,SELL,2023-01-16 08:29:00,0.0591,CLOSE,-52.72,50,Short
0x79734a87ec5efa730c4a5d0ff563bac34e411e6b,BNB,213.3994,0.5016,SELL,2023-01-16 10:13:00,0.3176,OPEN,0.0,3,Short
0x24a05b6a280881d9f48b32588c8c89018988a3b9,ETH,1660.2661,2.8143,SELL,2023-01-16 10:24:00,0.0535,OPEN,0.0,50,Short
0x37d65217f9a89b91d3d82602fe21b9178f03dce8,OP,1.4995,0.5699,SELL,2023-01-16 11:10:00,0.0629,OPEN,0.0,3,Short
0xdb5102ee19e81b7181b47ffb28758462bdc6a2f6,SOL,18.389,0.061,SELL,2023-01-16 15:35:00,-0.0281,CLOSE,-184.03,50,Short
0xeebc475a7fbdf24e9a015d16ca79c7f443e7ab81,AVAX,12.9656,0.5332,SELL,2023-01-16 16:36:00,0.3046,OPEN,0.0,20,Short
